id,clip_filename,duration,reviewed_sheng_transcript,original_asr_transcript,audio_filepath,source_origin
sheng_rev_0175,Sheng0010_00012.wav,12.95,We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea.,We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea. We are going to renew our house in Chelsea.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00012.wav,Sheng0010
sheng_rev_0176,Sheng0010_00013.wav,13.54,"Iitimata iko eni league, iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa.","Iitimata iko eni league, iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni league, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa. Iitimata iko eni Europa, Prevman, na ting, ikotu apa.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00013.wav,Sheng0010
sheng_rev_0177,Sheng0011_00000.wav,4.13,Stolianguia leo atastaju kumpliket vi tumingi na kumpliket.,Stolianguia leo atastaju kumpliket vi tumingi na kumpliket.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00000.wav,Sheng0011
sheng_rev_0178,Sheng0011_00003.wav,11.24,"I dreamt about you last night. Aliyo na nini. BLA! It was just a blah, Buddha. So yeah, people who wear glasses, they don't remember their dreams because they can't even see.","I dreamt about you last night. Aliyo na nini. BLA! It was just a blah, Buddha. So yeah, people who wear glasses, they don't remember their dreams because they can't even see.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00003.wav,Sheng0011
sheng_rev_0179,Sheng0011_00007.wav,12.79,"Ani toh, ani eka kwa ground, ani toa heeps. Mastor na se manini ana geuka 1 GB. Uli panashori waku iwi ke, manini waku ni ukueli ama... Mastor. Utoa na toshanani kita.","Ani toh, ani eka kwa ground, ani toa heeps. Mastor na se manini ana geuka 1 GB. Uli panashori waku iwi ke, manini waku ni ukueli ama... Mastor. Utoa na toshanani kita.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00007.wav,Sheng0011
sheng_rev_0180,Sheng0011_00008.wav,11.16,"Gita Kerin. So, Randa Gita Kerin piya. Tukipika gonyo bani kita. Ibu liya kwa ajihaba mahasu. Ibu liya kwa li mahasu. So, wanao gaya za.","Gita Kerin. So, Randa Gita Kerin piya. Tukipika gonyo bani kita. Ibu liya kwa ajihaba mahasu. Ibu liya kwa li mahasu. So, wanao gaya za.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00008.wav,Sheng0011
sheng_rev_0181,Sheng0011_00009.wav,12.18,"Wana ba, kipsa, wana ba, agarapu, wana ba bumi. Check lamies, you're the only people who can confirm if Jax'story is not from the old-","Wana ba, wana ba, wana ba, kipsa, wana ba, agarapu, wana ba bumi. Check lamies, you're the only people who can confirm if Jax's story is not from the old-",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00009.wav,Sheng0011
sheng_rev_0182,Sheng0012_00000.wav,8.33,What happened bro? Gruppi ledajem kasti eda ameji sa bingatu kruna na apiteru. Ebu tupi gheribab bro.,What happened bro? Gruppi ledajem kasti eda ameji sa bingatu kruna na apiteru. Ebu tupi gheribab bro.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00000.wav,Sheng0012
sheng_rev_0183,Sheng0012_00001.wav,6.28,"Um, nuna pizera nima buizonga, nuka nima buizonga kusum, day one, you know, taxi.","Um, nuna pizera nima buizonga, nuka nima buizonga kusum, day one, you know, taxi.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00001.wav,Sheng0012
sheng_rev_0184,Sheng0012_00002.wav,17.92,"I was easy on the French. I had three passes. I have two more strikes. On the start, I said to my wife, I'm glad you are doing it. One down, two to go. So it's about evolution, you know.","I was easy on the French. I had three passes. I have two more strikes. On the start, I said to my wife, I'm glad you are doing it. One down, two to go. So it's about evolution, you know.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00002.wav,Sheng0012
sheng_rev_0185,Sheng0012_00003.wav,10.06,"We decided, as a band, we need to open a new chapter in our lives because we've been together for like seven, eight years or so.","We decided, as a band, we need to open a new chapter in our lives because we've been together for like seven, eight years or so.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00003.wav,Sheng0012
sheng_rev_0186,Sheng0012_00004.wav,9.1,"Ya, and that was since high school, so literally it's just experience anything aside from like the bun you get. And um...","Ya, and that was since high school, so literally it's just experience anything aside from like the bun you get. And um...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00004.wav,Sheng0012
sheng_rev_0187,Sheng0012_00005.wav,7.64,"Beteru wa nashravel, kuna is about to do some other things, you know. Kuna kia miko active, ya.","Beteru wa nashravel, kuna is about to do some other things, you know. Kuna kia miko active, ya.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00005.wav,Sheng0012
sheng_rev_0188,Sheng0012_00006.wav,15.27,"We decided, you know, I mean, it's a story, you can tell it to people, you have to be young or visori, but you have to say like a good story, you started well as brothers, then they do well as brothers and now you can support each other, you know.","We decided, you know, I mean, it's a story, you can tell it to people, you have to be young or visori, but you have to say like a good story, you started well as brothers, then they do well as brothers and now you can support each other, you know.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00006.wav,Sheng0012
sheng_rev_0189,Sheng0012_00008.wav,2.74,Um... You should actually buy the YouTube account.,Um... You should actually buy the YouTube account.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00008.wav,Sheng0012
sheng_rev_0190,Sheng0012_00009.wav,11.28,"Pitorosa is being his own business building, but Anafakwenda Maju in the next few months to pursue greener pastures.","Pitorosa is being his own business building, but Anafakwenda Maju in the next few months to pursue greener pastures.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00009.wav,Sheng0012
sheng_rev_0191,Sheng0012_00010.wav,8.67,"Ok, ya tu kut na filmanzei, ya tu kuhisha, tu npa seni, ah, sa kuhiza lenda wa beli mila nini. So, that's why we did our last.","Ok, ya tu kut na filmanzei, ya tu kuhisha, tu npa seni, ah, sa kuhiza lenda wa beli mila nini. So, that's why we did our last.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00010.wav,Sheng0012
sheng_rev_0192,Sheng0012_00011.wav,9.97,We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance.,We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance. We need to have a last dance.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00011.wav,Sheng0012
sheng_rev_0193,Sheng0012_00013.wav,8.56,"Inepak, the last time were here, we got together up in this studio. Uu daman, jemukalipik like a job session, it's crazy, I haven't liked it so much.","Inepak, the last time we were here, we got together up in this studio. Uu daman, jemukalipik like a job session, it's crazy, I haven't liked it so much.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00013.wav,Sheng0012
sheng_rev_0194,Sheng0013_00000.wav,11.95,"Niki kupatili, chupaia, situu sampo, usidjaze. Buda, nimi patanana nasplangu politikdo, anase maa, anafundisha wasi isi saa.","Niki kupatili, chupaia, situu sampo, usidjaze. Buda, nimi patanana nasplangu politikdo, anase maa, anafundisha wasi isi saa.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00000.wav,Sheng0013
sheng_rev_0195,Sheng0013_00001.wav,9.25,"Niki kama na kashifu, niki kama na kashirik. Okay. Amismandu giyangu, niki kupatile chupayas tuu sampo. Usi jazi.","Niki kama na kashifu, niki kama na kashirik. Okay. Amismandu giyangu, niki kupatile chupayas tuu sampo. Usi jazi.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00001.wav,Sheng0013
sheng_rev_0196,Sheng0013_00003.wav,35.98,"Hikuji hikuwa nii kwa ni Ay, nasez!","Hikuji hikuwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa nii kwa ni Ay, nasez!",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00003.wav,Sheng0013
sheng_rev_0197,Sheng0013_00004.wav,3.01,Niki kupatili chupayas tu.,Niki kupatili chupayas tu.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00004.wav,Sheng0013
sheng_rev_0198,Sheng0014_00001.wav,14.47,"Ikona krakda, and they're saying that in a indecent dressing. So now you see how in Kenya to nesa enda ma concert, isi ma concert Zetlus, ma youth concert, kama hi, we can name a pizza, kulupana waza, kumukwana events, ginapies na happen.","Ikona krakda, and they're saying that in a indecent dressing. So now you see how in Kenya to nesa enda ma concert, isi ma concert Zetlus, ma youth concert, kama hi, we can name a pizza, kulupana waza, kumukwana events, ginapies na happen.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00001.wav,Sheng0014
sheng_rev_0199,Sheng0014_00002.wav,4.98,"En palemazoki angali anga viniwa sa utbens, muna ena ga kudresku pati, muna jua.","En palemazoki angali anga viniwa sa utbens, muna ena ga kudresku pati, muna jua.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00002.wav,Sheng0014
sheng_rev_0200,Sheng0014_00003.wav,12.33,Uka e shiti unanuki ya shiti no una dance pia comfortably and most of the time uta pana pia. Skat nazo zi gondiz miputati ni amagoti. Znakwa na zi mecheze oko ju. Na isu vduzote. And now in Rwanda...,Uka e shiti unanuki ya shiti no una dance pia comfortably and most of the time uta pana pia. Skat nazo zi gondiz miputati ni amagoti. Znakwa na zi mecheze oko ju. Na isu vduzote. And now in Rwanda...,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00003.wav,Sheng0014
sheng_rev_0201,Sheng0014_00005.wav,13.65,"Na sewa mazaifu na publik, hiniwa mazaifu hiniwa maza","Na sewa mazaifu na publik, hiniwa hiniwa hiniwa hiniwa hiniwa hiniwa hiniwa hiniwa hiniwa hiniwa mazaifu hiniwa hiniwa mazaifu hiniwa hiniwa hiniwa mazaifu hiniwa hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa mazaifu hiniwa maza",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00005.wav,Sheng0014
sheng_rev_0202,Sheng0014_00006.wav,12.93,"Haputu kwa engines, makara wali papali, na waka arrest, wana kwangalia kwa umedunga tiskat pupi, wana kwa rest. Kwa umedunga ma fishnet, wana kwa rest. Wana sema easy, outfitch, mazezni, shemfulni, indecent.","Haputu kwa engines, makara wali papali, na waka arrest, wana kwangalia kwa umedunga tiskat pupi, wana kwa rest. Kwa umedunga ma fishnet, wana kwa rest. Wana sema easy, outfitch, mazezni, shemfulni, indecent.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00006.wav,Sheng0014
sheng_rev_0203,Sheng0014_00007.wav,5.89,So imekwatenani a very big story and you can be thinking if this was actually brought,"So imekwatenani a very, very big story and you can be thinking if this was actually brought",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00007.wav,Sheng0014
sheng_rev_0204,Sheng0014_00009.wav,5.21,"Kurbi implemented in Kenya. Radha, do you think it could work in Kenya if you implement it? Sida ni kuja","Kurbi implemented in Kenya. Radha, do you think it could work in Kenya if you implement it? Sida ni kuja",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00009.wav,Sheng0014
sheng_rev_0205,Sheng0015_00000.wav,10.05,"Tama tuwa na puja etiwa mujiwa tu pali. Sayi, akuna puja kacheka. Zeya za City Fun una sema two man. Ey, mungu bariki sasa wengine. Mamboe tu sayi me Ivan Bayasana.","Tama tuwa na puja etiwa mujiwa tu pali. Sayi, akuna puja kacheka. Zeya za City Fun una sema two man. Ey, mungu bariki sasa wengine. Mamboe tu sayi me Ivan Bayasana.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00000.wav,Sheng0015
sheng_rev_0206,Sheng0015_00002.wav,12.47,"Atletiko, so ini ninaoma man. So, but when you think about it yesterday, and record breaking of course 125,000 banzai nikuwa ninaoma Tucson and Manchester City signing.","Atletiko, so ini ini nina ninaoma man. So, but when you think about it yesterday, and record breaking of course 125,000,000 banzai nikuwa ninaoma Tucson and Manchester City signing.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00002.wav,Sheng0015
sheng_rev_0207,Sheng0015_00004.wav,13.02,"I know so many people are like, hey, cities actually buying the link, not really man. Ilein yunangale yunase ma, the deadline window is in Meshantjama and now Chelsea fans are actually really furious.","I know so many people are like, hey, cities actually buying the link, not really man. Ilein yunangale yunase ma, the deadline window is in Meshantjama and now Chelsea fans are actually really really furious.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00004.wav,Sheng0015
sheng_rev_0208,Sheng0015_00005.wav,12.65,"So this cold actually, I can confidently say that Manchester City is actually winning the league. So kama wuna fikiri ala WSG wuna wana ni, because it's now Illimandia. East Ford say ime iwambayasa, tukuna Illimandia e.","So this cold actually, I can confidently say that Manchester City is actually winning the league. So kama wuna fikiri ala WSG wuna wana ni, because it's now Illimandia. East Ford say ime iwambayasa, tukuna Illimandia e.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00005.wav,Sheng0015
sheng_rev_0209,Sheng0015_00007.wav,12.08,"Hii, mambo ya HDL 3 atami sejari bupa nustan because ni noma sana so big up to everyone when yadu coins. Deshiyo kwa","Hii, mambo ya HDL 3 atami sejari bupa nustan because ni noma sana so big up to everyone when yadu coins. Deshiyo kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00007.wav,Sheng0015
sheng_rev_0210,Sheng0015_00008.wav,8.68,"Tawatuwa na puja 80 yad mujo tu pali, sayi, akuna puja kacheka.","Tawatuwa na puja 80 yad mujo tu pali, sayi, akuna puja kacheka.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00008.wav,Sheng0015
sheng_rev_0211,Sheng0016_00000.wav,13.8,As Kenyans have realized we all have something called a rich behavior but on a broke budget. A rich behavior but on a broke budget. Let me just make you understand what is rich behavior.,As Kenyans have realized we all have something called a rich behavior but on a broke budget. A rich behavior but on a broke budget. Let me just make you understand what is rich behavior.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00000.wav,Sheng0016
sheng_rev_0212,Sheng0016_00001.wav,13.39,"Awa luna broke budget. Nani wiki. In this office, akunam siyata bebalanchi. Everybody will be ordering KFC, chickening, pizza eves, junini. Why? Coz it's fake.","Awa luna broke budget. Nani wiki. In this office, akunam siyata bebalanchi. Everybody will be ordering KFC, chickening, pizza eves, junini. Why? Coz it's fake.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00001.wav,Sheng0016
sheng_rev_0213,Sheng0016_00008.wav,17.54,"So, this office is what? 400 times 2 nosi bebeata extra. Nasi diya ni muku sumama diya. Ha tukutuku wa apana ni mehi haya. Ini drop home. You pray for the MTC. Nai li piyanga ina ni drop muta.","So, this office is what? 400 times 2 nosi bebeata extra. Nasi diya ni muku sumama diya. Ha tukutuku wa apana ni mehi haya. Ini drop home. You pray for the MTC. Nai li piyanga ina ni drop muta.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00008.wav,Sheng0016
sheng_rev_0214,Sheng0016_00009.wav,13.71,So much money do you give this guy to this kishim tani?,So much money do you give this guy to this kishim tani?,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00009.wav,Sheng0016
sheng_rev_0215,Sheng0016_00010.wav,13.67,"Si kama kitini so na ni nene, yoni 400. Une kamiguju? 800, nalafu na mbati ya miyambili yake na milupapi ya head driver. Upliwa na mongeziatu? Na wambia piya kitini wakali na nipiya.","Si kama kitini so na ni nene, yoni 400. Une kamiguju? 800, nalafu na mbati ya miyambili yake na milupapi ya head driver. Upliwa na mongeziatu? Na wambia piya kitini wakali na nipiya.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00010.wav,Sheng0016
sheng_rev_0216,Sheng0016_00011.wav,2.66,As Kenyans have realized we all have,As Kenyans have realized we all have,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00011.wav,Sheng0016
sheng_rev_0217,Sheng0017_00000.wav,9.51,Unamdiyama amekasirisha Ken. Unamdiyama amekasirisha Kelamdu.,Unamdiyama amekasirisha Ken. Unamdiyama amekasirisha Ken. Unamdiyama amekasirisha Ken. Unamdiyama amekasirisha Ken. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu. Unamdiyama amekasirisha Kelamdu.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00000.wav,Sheng0017
sheng_rev_0218,Sheng0017_00002.wav,17.13,"I think Benica has mental issues. Needs to go deal with them. Genuinely speaking, that's the first time I've ever seen him. So I decided to investigate his content and his style of talking. I would say he's a wanna be and do kibbe.","I think Benica has mental issues. Needs to go deal with them. Genuinely speaking, that's the first time I've ever seen him. So I decided to investigate his content and his style of talking. I would say he's a wanna be and do kibbe.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00002.wav,Sheng0017
sheng_rev_0219,Sheng0017_00003.wav,18.64,"Ya, he's trying to show off this toxic masculinity, insensitive or no one can tell me anything type of vibe. Ya, it's just unhealed trauma bro, nani pata. Miki tutum, jamana go through and ataka attention.","Ya, ya, he's trying to show off this toxic masculinity, insensitive or no one can tell me anything type of vibe. Ya, it's just unhealed trauma bro, nani pata. Miki tutum, jamana go through and ataka attention.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00003.wav,Sheng0017
sheng_rev_0220,Sheng0017_00005.wav,7.2,"Anataka tumongelendoa skip dizuri, napata. Susahi ina mbamba ego na tumonga na kona lo self esteem.","Anataka tumongelendoa skip dizuri, napata. Susahi ina mbamba ego na tumonga na kona lo self esteem.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00005.wav,Sheng0017
sheng_rev_0221,Sheng0017_00006.wav,10.92,"Uki mongilelea, alafilm important in this generation of this life. Rallipata, so whether you're talking about him well or not, ya nama bi kana yuri mongilipata. Kwa zemata, ligi mongilem siyami heidi, bye.","Uki mongilelea, alafilm important in this generation of this life. Rallipata, so whether you're talking about him well or not, ya nama bi kana yuri mongilipata. Kwa zemata, ligi mongile mongilem siyami heidi, bye.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00006.wav,Sheng0017
sheng_rev_0222,Sheng0017_00007.wav,4.05,Buno umgile msimu nyanasafu with the conditions by Hensley.,Buno umgile msimu nyanasafu with the conditions by Hensley.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00007.wav,Sheng0017
sheng_rev_0223,Sheng0017_00010.wav,13.01,"Kwa naiyongiliya, kwa naiy","Kwa kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiyongiliya, kwa naiy",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0017/Sheng0017_00010.wav,Sheng0017
sheng_rev_0224,Sheng0018_00000.wav,10.18,"The God of Football, the best player in the world, Lionel Messi retires from international football at the age of 39.","The God of Football, the best player in the world, Lionel Messi retires from international football at the age of 39.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0018/Sheng0018_00000.wav,Sheng0018
sheng_rev_0225,Sheng0018_00001.wav,19.5,"Agenitina koutu, agenitina mwast koutu player in all-time-leading gold scorer. So, alisa maha zinjama liya nausina tia niyaji. Mi naustem kwa na jizosa international games anymore. And the message is actually now retired and may announce. And this one is a big hit for Agenitina mani. To be honest...","Agenitina koutu, agenitina mwast koutu player in all-time-leading gold scorer. So, alisa maha zinjama liya nausina tia niyaji. Mi naustem kwa na jizosa international games anymore. And the message is actually now retired and may announce. And this one is a big hit for Agenitina mani. To be honest...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0018/Sheng0018_00001.wav,Sheng0018
sheng_rev_0226,Sheng0018_00002.wav,8.1,Bale waneza kujapu miyavibaya sana because now this is a guy who has won everything. I'm watching Misha World Cup and Los Kisha Finals again.,Bale waneza kujapu miyavibaya sana because now this is a guy who has won everything. I'm watching Misha World Cup and Los Kisha Finals again.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0018/Sheng0018_00002.wav,Sheng0018
sheng_rev_0227,Sheng0018_00004.wav,12.45,"Do you think Argentina will be the same? Do you think Argentina will still be a top team to be able to contend for like these big cups, Kama World Cup, Kama Kina Kopa America, any other convention that we're playing?","Do you think Argentina will be the same? Do you think Argentina will still be a top team to be able to contend for like these big cups, Kama World Cup, Kama Kina Kopa America, any other convention that we're playing?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0018/Sheng0018_00004.wav,Sheng0018
sheng_rev_0228,Sheng0018_00006.wav,10.24,"Mezi wa nangujiya, mezi ya toki kuwanza maziata abongi, ya na chi utugam, ya na tembe wa na tokanae because of course hea doa li kuwana wa pwanganae and they also used to protect him a lot in the pitch, but now","Mezi wa nangujiya, mezi ya toki kuwanza maziata abongi, ya na chi utugam, ya na tembe wa na tokanae because of course hea doa li kuwana wa pwanganae and they also used to protect him a lot in the pitch, but now",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0018/Sheng0018_00006.wav,Sheng0018
sheng_rev_0229,Sheng0019_00000.wav,12.23,"Stori aja baleo nige enje, ni noma, so a lot of you guys think no, I died, that's what you guys learnt in the Bible.","Stori aja baleo nige enje, ni noma, so a lot of you guys think no, I died, that's what you guys learnt in the Bible.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0019/Sheng0019_00000.wav,Sheng0019
sheng_rev_0230,Sheng0019_00001.wav,12.26,"Muqauna eneweb azei noa li teka situi ejj ponaidiyot, akadedi. But I'm here to tell you that I have seen noa with my own eyes, like noa still exists.","Muqauna eneweb azei noa li teka situi ejj ponaidiyot, akadedi. But I'm here to tell you that I have seen noa with my own eyes, like noa still exists.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0019/Sheng0019_00001.wav,Sheng0019
sheng_rev_0231,Sheng0019_00005.wav,10.56,Na noa na tutu wana pana. Like siyati ni desendantua wa tutu si desendantua noa.,Na noa na tutu wana pana. Like siyati ni desendantua wa tutu si desendantua noa.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0019/Sheng0019_00005.wav,Sheng0019
sheng_rev_0232,Sheng0019_00006.wav,12.53,"Emojwa niya oni. Mi no wa? Mwani pata? Like, my friend told me too. This is kuzo niya na kwa na no wa. Namizu jiji wa? Naiwa jini me kujoku gundo wa sayi.","Emojwa niya oni. Mi no wa? Mwani pata? Like, my friend told me to too. This is kuzo niya na kwa na no wa. Namizu jiji wa? Naiwa jini me kujoku gundo wa sayi.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0019/Sheng0019_00006.wav,Sheng0019
sheng_rev_0233,Sheng0019_00007.wav,10.54,"E situation yote. So kogo nabeshte neto 2, na nende shal nua, uni ule nua, ule wadaak.","E situation yote. So kogo nabeshte neto 2 2, na nende shal nua, uni nua, uni ule nua, ule wadaak.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0019/Sheng0019_00007.wav,Sheng0019
sheng_rev_0234,Sheng0020_00000.wav,23.81,Eliwood Kipchogi. kwa,Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. Eliwood Kipchogi. kwa kwa kwa kwa kwa kwa kwa kwa kwa,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0020/Sheng0020_00000.wav,Sheng0020
