id,audio_filepath,duration,clean_sheng_text,normalized_text,language
sheng_clip_00129,/home/ray/Desktop/mkuru/dataset/segmented/Recording_4/chunk_00000.wav,23.3,I don't know how I say it. We're going to keep an eye on what we're going to do for the next 17 years. Yay. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. That's a gate.,I don't know how I say it. We're going to keep an eye on what we're going to do for the next 17 years. Yay. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. We're going to see how it's going to be. That's a gate.,sw-KE
sheng_clip_00132,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00000.wav,12.55,it may be interesting that you discovered about your family only because there was a big family occasion unajua maneno ya familia inakuwanga a little bit sensitive but there is a lot of good that comes with it man and,it may be interesting that you discovered about your family only because there was a big family occasion unajua maneno ya familia inakuwanga a little bit sensitive but there is a lot of good that comes with it man and,sw-KE
sheng_clip_00133,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00001.wav,9.8,we all love it when something like you know the whole family is getting together for whatever reason pleasant unpleasant family huanga zinapatana every once in a while man but,we all love it when something like you know the whole family is getting together for whatever reason pleasant unpleasant family huanga zinapatana every once in a while man but,sw-KE
sheng_clip_00134,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00002.wav,12.41,one thing you can bet on is we have all come to learn some very interesting things about our families during these same occasions and i do not know if you got wind of what went down with the late stoopid boy,one thing you can bet on is we have all come to learn some very interesting things about our families during these same occasions and i do not know if you got wind of what went down with the late stoopid boy,sw-KE
sheng_clip_00138,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00006.wav,10.94,na imeleta ngori sana manze the dad says that he wants his son to be buried in siaya saying that this is what he wanted manze he is trying to honor a wish that stoopid boy had repeatedly shared before passing,na imeleta ngori sana manze the dad says that he wants his son to be buried in siaya saying that this is what he wanted manze he is trying to honor a wish that stoopid boy had repeatedly shared before passing,sw-KE
sheng_clip_00140,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00008.wav,13.67,anasema mtoi ni wangu tafadhalini wacha mtoto wangu azikwe huku mtaani man and my heart really goes out to them it is not something easy that they are going through but this is not the first time we have seen something like this happening man i bet we all have bro hadi mimi,anasema mtoi ni wangu tafadhalini wacha mtoto wangu azikwe huku mtaani man and my heart really goes out to them it is not something easy that they are going through but this is not the first time we have seen something like this happening man i bet we all have bro hadi mimi,sw-KE
sheng_clip_00141,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00009.wav,13.45,nilikuja kujua na the very same things ile time yenye mzee wangu alipass manze rip to the old man juu unajua the problem is that everyone close to that loved one feels very entitled to how things should go how things should be,nilikuja kujua na the very same things ile time yenye mzee wangu alipass manze rip to the old man juu unajua the problem is that everyone close to that loved one feels very entitled to how things should go how things should be,sw-KE
sheng_clip_00143,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00011.wav,13.94,this is what their loved one wished for for themselves because wanafeel pia sisi ni kama tunamjua better we know him better or we know her better than they know themselves mimi nakwambia tu kuna marelatives wetu wengine walidaisha hawakuji mazishi ya mzae,this is what their loved one wished for for themselves because wanafeel pia sisi ni kama tunamjua better we know him better or we know her better than they know themselves mimi nakwambia tu kuna marelatives wetu wengine walidaisha hawakuji mazishi ya mzae,sw-KE
sheng_clip_00145,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00013.wav,10.22,but it can get really ugly man does your family know what you really actually want when it comes to some things na hio ndio assignment nataka ni kupatie hii wiki by the way this is just a kaside note right,but it can get really ugly man does your family know what you really actually want when it comes to some things na hio ndio assignment nataka ni kupatie hii wiki by the way this is just a kaside note right,sw-KE
sheng_clip_00146,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00014.wav,8.77,i am giving you this kaassignment this week let your family know what you want and also wewe mwenyewe find out what your family members want watch something,i am giving you this kaassignment this week let your family know what you want and also wewe mwenyewe find out what your family members want watch something,sw-KE
sheng_clip_00148,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00000.wav,12.72,ni kama uinge kcse hujawai fanya exam yoyote the whole form four it is not possible so gor mahia vs pyraminds fc thats the game i watched yesterday at nyayo national stadium,ni kama uinge kcse hujawai fanya exam yoyote the whole form four it is not possible so gor mahia vs pyraminds fc thats the game i watched yesterday at nyayo national stadium,sw-KE
sheng_clip_00154,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00006.wav,13.67,two nil up tusker won two nil up in the first half wakapigwa counter 2 goals in the second half and ended up drawing that particular game 2 0 but there is a big game in nairobi this weekend and alali is going to be in nairobi for that particular one,two nil up tusker won two nil up in the first half wakapigwa counter 2 goals in the second half and ended up drawing that particular game 2 0 but there is a big game in nairobi this weekend and alali is going to be in nairobi for that particular one,sw-KE
sheng_clip_00156,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00008.wav,12.27,gor mahia is not having great opportunities to play competitive football as in mpaka they wanahave kujiorganizia friendlies ndio wacheze competitive football so this is it i think we bloody need to start this,gor mahia is not having great opportunities to play competitive football as in mpaka they wanahave kujiorganizia friendlies ndio wacheze competitive football so this is it i think we bloody need to start this,sw-KE
sheng_clip_00157,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00009.wav,12.45,we need to find a solution this week we need to find a solution very soon so that we can give our teams a chance to play competitive games out there,we need to find a solution this week we need to find a solution very soon so that we can give our teams a chance to play competitive games out there,sw-KE
sheng_clip_00158,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00010.wav,12.38,hii ni kama uinge kcse hujawai fanya exam yote the whole form 4 it is not possible so we just need to find a solution for the local league to start does to come back,hii ni kama uinge kcse hujawai fanya exam yote the whole form 4 it is not possible so we just need to find a solution for the local league to start does to come back,sw-KE
sheng_clip_00163,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00001.wav,9.02,ipswitch mnangoja ipswitch itunyoroshe you guys have switched off your mentality no ipswitch kuwapiga hatukuwa tunaexpect mtu yoyote wa man u aperform,ipswitch mnangoja ipswitch itunyoroshe you guys have switched off your mentality no ipswitch kuwapiga hatukuwa tunaexpect mtu yoyote wa man u aperform,sw-KE
sheng_clip_00164,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00002.wav,16.38,hata ukinitukana the whole world was not expecting man u kupiga ipswitch so this weekend what are the games how will you look at the games so kuna an easy one to name ipswich town vs liverpool watu wanaweka nani captain tunaweka watu wa liperpool,hata ukinitukana the whole world was not expecting man u kupiga ipswitch so this weekend what are the games how will you look at the games so kuna an easy one to name ipswich town vs liverpool watu wanaweka nani captain tunaweka watu wa liperpool,sw-KE
sheng_clip_00168,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00006.wav,7.98,alipata yuko na assist and he still has the probability of goals,alipata yuko na assist and he still has the probability of goals,sw-KE
sheng_clip_00176,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00000.wav,11.78,imebidi nimeleta bosi in the studio joh bosi amekam through in da de studio in da de building master wagwan welcome to the boys club wacha tuwache ujiintroduce kwanza you can tell us your name and what you do at kcb,imebidi nimeleta bosi in the studio joh bosi amekam through in da de studio in da de building master wagwan welcome to the boys club wacha tuwache ujiintroduce kwanza you can tell us your name and what you do at kcb,sw-KE
sheng_clip_00177,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00001.wav,7.51,so my name is kevin matthews uthiyu i'm responsible for delivering the digital experience over at kcb,so my name is kevin matthews uthiyu i'm responsible for delivering the digital experience over at kcb,sw-KE
sheng_clip_00179,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00003.wav,4.69,what does common sense actually mean and what should they take away from hii campaign yote,what does common sense actually mean and what should they take away from hii campaign yote,sw-KE
sheng_clip_00180,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00004.wav,13.62,so the idea that the campaign we are running now as kcb is common sense and what we are looking at is ensuring that customers understand what their daily financial decisions,so the idea that the campaign we are running now as kcb is common sense and what we are looking at is ensuring that customers understand what their daily financial decisions,sw-KE
sheng_clip_00183,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00007.wav,8.25,for you to be able to start seeing more benefits through your money and now najua banking significantly through the years master,for you to be able to start seeing more benefits through your money and now najua banking significantly through the years master,sw-KE
sheng_clip_00184,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00008.wav,12.97,so sahi kuna gen z mahali anadai kujua smart banking inakaa aje sahi and how is kcd responding to change in you know customer expectation right so the new kcd mobile banking up,so sahi kuna gen z mahali anadai kujua smart banking inakaa aje sahi and how is kcd responding to change in you know customer expectation right so the new kcd mobile banking up,sw-KE
sheng_clip_00187,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00011.wav,4.04,tanzania south sudan burundi uganda rwanda,tanzania south sudan burundi uganda rwanda,sw-KE
sheng_clip_00192,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00000.wav,17.85,hizo nini kwanza enzo afunge afanye ile meme ya hivi hapo sawa so city predictions five nil or maybe 5 1 juu tumekuwa tukiconcede i think there its gonna be a lot of home away juu ya truat,hizo nini kwanza enzo afunge afanye ile meme ya hivi hapo sawa so city predictions five nil or maybe 5 1 juu tumekuwa tukiconcede i think there its gonna be a lot of home away juu ya truat,sw-KE
sheng_clip_00193,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00001.wav,11.81,hii hapa ni ile yenye unafaa kua ready because ai hii weekend tunangoja at first of all sunday we all agree about that yeah tuko pamoja tunangojea sunday but the first game is tonight saa nne,hii hapa ni ile yenye unafaa kua ready because ai hii weekend tunangoja at first of all sunday we all agree about that yeah tuko pamoja tunangojea sunday but the first game is tonight saa nne,sw-KE
sheng_clip_00194,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00002.wav,8.18,ipswich town vs liverpool na liverpool wamekuwa wakifa wakidrop stinkers erick njiru sijui kaa ako sawa,ipswich town vs liverpool na liverpool wamekuwa wakifa wakidrop stinkers erick njiru sijui kaa ako sawa,sw-KE
sheng_clip_00198,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00006.wav,4.78,umm next early kick off itakua newcastle vs bournemouth,umm next early kick off itakua newcastle vs bournemouth,sw-KE
sheng_clip_00201,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00009.wav,13.61,spurs need this win man eeh wanataka hii win mbaya sana and ah na zote zitakuwa the same kuna like 4 games kuna actually 5 games at 5pm ya tomorrow so man city coventry,spurs need this win man eeh wanataka hii win mbaya sana and ah na zote zitakuwa the same kuna like 4 games kuna actually 5 games at 5pm ya tomorrow so man city coventry,sw-KE
sheng_clip_00202,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00010.wav,12.35,hapo halaand anapiga bao kaa 5 skilli man diyai skilliman diyai enzo innit kwanza enzo afunge afanye ile meme ya hivi hapo sawa,hapo halaand anapiga bao kaa 5 skilli man diyai skilliman diyai enzo innit kwanza enzo afunge afanye ile meme ya hivi hapo sawa,sw-KE
sheng_clip_00203,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00011.wav,2.55,so city prediction 5 nil,so city prediction 5 nil,sw-KE
sheng_clip_00207,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00002.wav,12.79,ukisharegister si holdup holdup mwanaume na tongue piercing yes aachwe ashikilia madem ai 2026,ukisharegister si holdup holdup mwanaume na tongue piercing yes aachwe ashikilia madem ai 2026,sw-KE
sheng_clip_00211,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00006.wav,6.87,unaimaginingi umekazwa unahitaji tu kutulia the next thing is that cardi b is a weird one,unaimaginingi umekazwa unahitaji tu kutulia the next thing is that cardi b is a weird one,sw-KE
sheng_clip_00212,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00007.wav,10.22,so hii swali yako anaweza kujibu leo usiku she could post that ananiambia nyaaaaww lemme show you how i take her down,so hii swali yako anaweza kujibu leo usiku she could post that ananiambia nyaaaaww lemme show you how i take her down,sw-KE
sheng_clip_00214,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00000.wav,9.77,universtity wameangusha hapo hivo dress code ingine mwecheche wamepost pale hivo online wasee wanashangaa rada rada ni gani bro,universtity wameangusha hapo hivo dress code ingine mwecheche wamepost pale hivo online wasee wanashangaa rada rada ni gani bro,sw-KE
sheng_clip_00217,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00003.wav,16.52,kama niwatu tu wa physical na unajua unaweza select units zako zote zikwe online uby pass hii mambo ya nguo but pia it actually applies to online students aje sasa si lec atakua hapo anakucheki kama umeweka camera on si lec anasema kama uko na dredi jax nyoa,kama niwatu tu wa physical na unajua unaweza select units zako zote zikwe online uby pass hii mambo ya nguo but pia it actually applies to online students aje sasa si lec atakua hapo anakucheki kama umeweka camera on si lec anasema kama uko na dredi jax nyoa,sw-KE
sheng_clip_00218,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00004.wav,13.43,kai lec hadi ako sure nimevaa trouser si niko kwa kitanda kwani unadhani nimetoka,kai lec hadi ako sure nimevaa trouser si niko kwa kitanda kwani unadhani nimetoka,sw-KE
sheng_clip_00220,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00006.wav,4.39,mi naskia the best ni kuwaambia tu ni dress how you want to be addressed mwanipata,mi naskia the best ni kuwaambia tu ni dress how you want to be addressed mwanipata,sw-KE
sheng_clip_00222,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00008.wav,11.63,mastudens wako wakae sharp nini nini but tuongee ukweli mtu anaweza kua amevaa suti lakini gaidi tu bado kwa kichwa,mastudens wako wakae sharp nini nini but tuongee ukweli mtu anaweza kua amevaa suti lakini gaidi tu bado kwa kichwa,sw-KE
sheng_clip_00224,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00010.wav,14.57,kata ikuwe fupi hata ikuwange hivi itakataa,kata ikuwe fupi hata ikuwange hivi itakataa,sw-KE
sheng_clip_00227,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00013.wav,8.75,nimekuambia aje chanki sasa chanki mtu kama wewe we huwezi soma nimechecki kabarak university wameangusha hapo hivo,nimekuambia aje chanki sasa chanki mtu kama wewe we huwezi soma nimechecki kabarak university wameangusha hapo hivo,sw-KE
sheng_clip_00229,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00000.wav,13.66,tact there is millions on the table but your terms are being ignored and they are being violated are you swallowing all that disrespect and doing the job just to get paid ama are you walking away from the money,tact there is millions on the table but your terms are being ignored and they are being violated are you swallowing all that disrespect and doing the job just to get paid ama are you walking away from the money,sw-KE
sheng_clip_00232,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00003.wav,14.27,but hours before the contract they announced that they were withdrawing na kila msee alicheki hiyo post yenye waliweka pale kwenye mtandao now they alleged that a great commitments had been changed or being ignored their concerns were not taken seriously,but hours before the contract they announced that they were withdrawing na kila msee alicheki hiyo post yenye waliweka pale kwenye mtandao now they alleged that a great commitments had been changed or being ignored their concerns were not taken seriously,sw-KE
sheng_clip_00233,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00004.wav,13.36,and another perfomance team interfered with its sound check without adequate intervention from the organizers na kodongo alikua anaargue that performing anyway would normalize the mistreatment of kenyan artists,and another perfomance team interfered with its sound check without adequate intervention from the organizers na kodongo alikua anaargue that performing anyway would normalize the mistreatment of kenyan artists,sw-KE
sheng_clip_00235,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00006.wav,7.44,and substantial financial losses ensays that land of the withdrawal through social media hawakutuambia,and substantial financial losses ensays that land of the withdrawal through social media hawakutuambia,sw-KE
sheng_clip_00236,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00007.wav,12.87,hawakuja wakatuambia ok since hatuwezi elewanwa hii kitu hatuwezi ifanya walisema wanasema sisi tulienda pale kwenye mtandao manze kwenye viusasa now the court hasn't yet determined who breached the agreement or what damages if any,hawakuja wakatuambia ok since hatuwezi elewanwa hii kitu hatuwezi ifanya walisema wanasema sisi tulienda pale kwenye mtandao manze kwenye viusasa now the court hasn't yet determined who breached the agreement or what damages if any,sw-KE
sheng_clip_00237,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00008.wav,21.63,are payable but tukikumbuka vizuri this was a concert that claimed some lives and our hearts do go out to the families and the loved ones of the guys who are affected wasee wengi sana waliumia na hii kitu mehn for me as early young acha nijitete mimi mwenyewe its always more than the money man its not just about the money bro i feel like professionalism has a part to play in making money,are payable but tukikumbuka vizuri this was a concert that claimed some lives and our hearts do go out to the families and the loved ones of the guys who are affected wasee wengi sana waliumia na hii kitu mehn for me as early young acha nijitete mimi mwenyewe its always more than the money man its not just about the money bro i feel like professionalism has a part to play in making money,sw-KE
sheng_clip_00239,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00010.wav,12.84,nitakuambia niaje na hiyo contract yenyewe i i i dont trust you to see that contract to the very end if hapa katikati unaanza kubadilisha moja mbili i ain't trusting you man and as much as hata kama kina kodong have been sued they have been taken to court,nitakuambia niaje na hiyo contract yenyewe i i i dont trust you to see that contract to the very end if hapa katikati unaanza kubadilisha moja mbili i ain't trusting you man and as much as hata kama kina kodong have been sued they have been taken to court,sw-KE
sheng_clip_00240,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00011.wav,9.44,i don't know whether you see the kind of smoke and the kind of trouble that these guys avoided because of what went down at that particular event ilikwa story kubwa sana man,i don't know whether you see the kind of smoke and the kind of trouble that these guys avoided because of what went down at that particular event ilikwa story kubwa sana man,sw-KE
sheng_clip_00241,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00012.wav,9.32,so sometimes walking away from a sweet deal from a good deal just because of integrity is gonna save you more than the money you are going to make,so sometimes walking away from a sweet deal from a good deal just because of integrity is gonna save you more than the money you are going to make,sw-KE
sheng_clip_00243,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00000.wav,12.69,tulise monday watu wavae jezi za team yao right,tulise monday watu wavae jezi za team yao right,sw-KE
sheng_clip_00248,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00005.wav,13.17,ah unajua sometimes unaachianga hizo team zenye zinakuja next zinaring zinafanya hizi mamiracles ndio wajaribu pia mimi naona tu kionjoa,ah unajua sometimes unaachianga hizo team zenye zinakuja next zinaring zinafanya hizi mamiracles ndio wajaribu pia mimi naona tu kionjoa,sw-KE
sheng_clip_00249,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00006.wav,11.26,eh so that anajua chanki tactic yetu ni kuconfuse the enemy tukiwaonyesha tunajua kudefend hamtaattack but tukionyesha hatujui kudefend mtaattack so that tuwashinde,eh so that anajua chanki tactic yetu ni kuconfuse the enemy tukiwaonyesha tunajua kudefend hamtaattack but tukionyesha hatujui kudefend mtaattack so that tuwashinde,sw-KE
sheng_clip_00250,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00007.wav,10.28,so you feel one game ndio the next game kushinda chess you guys are playing checkers so how many points will you have if you continue playing like that ati you lose this one drop points on this one and then win the next one,so you feel one game ndio the next game kushinda chess you guys are playing checkers so how many points will you have if you continue playing like that ati you lose this one drop points on this one and then win the next one,sw-KE
sheng_clip_00251,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00008.wav,6.19,hatujadrop points tumecollect a point there is a very big difference,hatujadrop points tumecollect a point there is a very big difference,sw-KE
sheng_clip_00253,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00010.wav,17.37,relax tunataka kuingia mtuone hao man u ni mafala hata hamtakua mnatrain kutuchezea lakini tukiwapata aki ya kai,relax tunataka kuingia mtuone hao man u ni mafala hata hamtakua mnatrain kutuchezea lakini tukiwapata aki ya kai,sw-KE
sheng_clip_00255,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00012.wav,12.95,chelsea ni team team ingine tu kumbavu unajua on friday nilikuambia we are going to renew our vows with chelsea juu hao ni mabibi zetu na tumewazoea and thats exactly what we did,chelsea ni team team ingine tu kumbavu unajua on friday nilikuambia we are going to renew our vows with chelsea juu hao ni mabibi zetu na tumewazoea and thats exactly what we did,sw-KE
sheng_clip_00256,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0010/Sheng0010_00013.wav,13.54,hii team hata haiko any league haiko any europa premier nothing iko tu hapo wako tu carabao kama wamerudi home eh,hii team hata haiko any league haiko any europa premier nothing iko tu hapo wako tu carabao kama wamerudi home eh,sw-KE
sheng_clip_00258,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00000.wav,4.13,story yangu ya leo hata sitaki kucomplicate vitu mingi,story yangu ya leo hata sitaki kucomplicate vitu mingi,sw-KE
sheng_clip_00261,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00003.wav,11.24,ati yeah i dreamt about you last night aliona nini blur it was just a blur buda so yeah people who wear glasses dont remember their dreams because they cant even see,ati yeah i dreamt about you last night aliona nini blur it was just a blur buda so yeah people who wear glasses dont remember their dreams because they cant even see,sw-KE
sheng_clip_00265,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00007.wav,12.79,anaitoa aniweka kwa ground anatoa hips master unasema nini anageuka 1 gb so wewe ulikuwa na shawrie wako hii weekend hapo ni ukweli ama master mtu anatoshana nikita,anaitoa aniweka kwa ground anatoa hips master unasema nini anageuka 1 gb so wewe ulikuwa na shawrie wako hii weekend hapo ni ukweli ama master mtu anatoshana nikita,sw-KE
sheng_clip_00266,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00008.wav,11.16,nikita kering so nikita kering pia tukifika kwa nyumba pia si ni ukweli master wanaongeza,nikita kering so nikita kering pia tukifika kwa nyumba pia si ni ukweli master wanaongeza,sw-KE
sheng_clip_00267,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0011/Sheng0011_00009.wav,12.18,wanavaa sijui inaitwa aje lakini wanavaa wanvaa wanavaa hips wanavaa haga wanvaa booty cheki ladies you are the only people who can cofirm if jexys story is,wanavaa sijui inaitwa aje lakini wanavaa wanvaa wanavaa hips wanavaa haga wanvaa booty cheki ladies you are the only people who can cofirm if jexys story is,sw-KE
sheng_clip_00269,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00000.wav,8.33,what happened bro group iliendaje mkasplit and a major shout going out to kruna na petero ebu tupigie riba bro,what happened bro group iliendaje mkasplit and a major shout going out to kruna na petero ebu tupigie riba bro,sw-KE
sheng_clip_00270,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00001.wav,6.28,um kruna na petero ni maboiz wangu wamekua maboiz wangu from day one you know type shii,um kruna na petero ni maboiz wangu wamekua maboiz wangu from day one you know type shii,sw-KE
sheng_clip_00272,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00003.wav,10.06,we decided as a band we need to open a new chapter in our lives cos we've been together for like 7 8 years or so,we decided as a band we need to open a new chapter in our lives cos we've been together for like 7 8 years or so,sw-KE
sheng_clip_00273,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00004.wav,9.1,yeah and that was since high school so literally sijawai experience anything else aside from like the band you get and umh,yeah and that was since high school so literally sijawai experience anything else aside from like the band you get and umh,sw-KE
sheng_clip_00274,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00005.wav,7.64,petero anatravel kruna is about to do some also other things you know kruna eh kruna pia amekuwa active yeah,petero anatravel kruna is about to do some also other things you know kruna eh kruna pia amekuwa active yeah,sw-KE
sheng_clip_00275,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00006.wav,15.27,and we decided you know i mean hii story wacha tuimalizie vile tulianza vizuri unacheki tupatie wasee like a good story we started well as brothers we ended well as brothers and now kila mtu ako na career yake so we can support each other you know,and we decided you know i mean hii story wacha tuimalizie vile tulianza vizuri unacheki tupatie wasee like a good story we started well as brothers we ended well as brothers and now kila mtu ako na career yake so we can support each other you know,sw-KE
sheng_clip_00277,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00008.wav,2.74,um if you are at lliberty to talk about it,um if you are at lliberty to talk about it,sw-KE
sheng_clip_00278,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00009.wav,11.28,petero sahi he is doing his own business but anafaa kuenda majuu in the next few months to pursue greener pastures,petero sahi he is doing his own business but anafaa kuenda majuu in the next few months to pursue greener pastures,sw-KE
sheng_clip_00279,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00010.wav,8.67,and eh ok hatukua tunafeel manze inafaa tu kuisha tu mtu aseme ah kwani msee alienda wapi alifanya nini so thats why we did our last,and eh ok hatukua tunafeel manze inafaa tu kuisha tu mtu aseme ah kwani msee alienda wapi alifanya nini so thats why we did our last,sw-KE
sheng_clip_00280,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00011.wav,9.97,ilikuwa inaitwa our last dance some experirience maybe in the future inaeza rudi tena you know who knows mwisho wa semester students maybe in the future tunaweza rudi rehearsal jinsi ilikuwa who knows,ilikuwa inaitwa our last dance some experirience maybe in the future inaeza rudi tena you know who knows mwisho wa semester students maybe in the future tunaweza rudi rehearsal jinsi ilikuwa who knows,sw-KE
sheng_clip_00282,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0012/Sheng0012_00013.wav,8.56,imebaki the last time we were here tulikua tumejaza hapa hivi studio unaget eh manze,imebaki the last time we were here tulikua tumejaza hapa hivi studio unaget eh manze,sw-KE
sheng_clip_00285,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00000.wav,11.95,mandugu yangu nikikupatia chupa ya stool sample usijaze buda nimepatana na nurse fulani pale tiktok anasema anafundisha wasee sasa,mandugu yangu nikikupatia chupa ya stool sample usijaze buda nimepatana na nurse fulani pale tiktok anasema anafundisha wasee sasa,sw-KE
sheng_clip_00286,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00001.wav,9.25,ni kama anakashifu ni kama amekasirika okay amesema ndugu yangu nikikupatia ile chupa ya stool sample usijaze,ni kama anakashifu ni kama amekasirika okay amesema ndugu yangu nikikupatia ile chupa ya stool sample usijaze,sw-KE
sheng_clip_00288,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00003.wav,35.98,"Hikuji hikuwa nii kwa ni Ay, nasez!","Hikuji hikuwa nii kwa ni Ay, nasez!",sw-KE
sheng_clip_00289,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0013/Sheng0013_00004.wav,3.01,kwa ndugu yangu nikikupatia ile chupa ya stool,kwa ndugu yangu nikikupatia ile chupa ya stool,sw-KE
